,Kp,Dst,electron_flux,is_storm_alert_active,target_class
2025-05-24 15:00:00,5.0,6.0,1080.4266659843404,0,0.0
2025-05-24 16:00:00,4.666666666666667,-9.333333333333334,1080.4266659843404,0,0.0
2025-05-24 17:00:00,4.333333333333333,-24.666666666666668,1080.4266659843404,0,1.0
2025-05-24 18:00:00,4.0,-40.0,1080.4266659843404,0,2.0
2025-05-24 19:00:00,2.666666666666667,-76.33333333333334,1080.4266659843404,0,2.0
2025-05-24 20:00:00,1.3333333333333335,-112.66666666666667,1080.4266659843404,0,0.0
2025-05-24 21:00:00,0.0,-149.0,1080.4266659843404,0,0.0
2025-05-24 22:00:00,1.6666666666666667,-125.66666666666667,1080.4266659843404,0,0.0
2025-05-24 23:00:00,3.3333333333333335,-102.33333333333334,1080.4266659843404,0,0.0
2025-05-25 00:00:00,5.0,-79.0,1080.4266659843404,0,0.0
2025-05-25 01:00:00,4.333333333333333,-88.66666666666667,1080.4266659843404,0,0.0
2025-05-25 02:00:00,3.666666666666667,-98.33333333333333,1080.4266659843404,0,0.0
2025-05-25 03:00:00,3.0,-108.0,1080.4266659843404,0,0.0
2025-05-25 04:00:00,2.0,-74.33333333333334,1080.4266659843404,0,0.0
2025-05-25 05:00:00,1.0,-40.66666666666667,1080.4266659843404,0,0.0
2025-05-25 06:00:00,0.0,-7.0,1080.4266659843404,0,0.0
2025-05-25 07:00:00,2.3333333333333335,-4.0,1080.4266659843404,0,0.0
2025-05-25 08:00:00,4.666666666666667,-1.0,1080.4266659843404,0,0.0
2025-05-25 09:00:00,7.0,2.0,1080.4266659843404,0,1.0
2025-05-25 10:00:00,6.666666666666667,-11.666666666666666,1080.4266659843404,0,2.0
2025-05-25 11:00:00,6.333333333333333,-25.333333333333332,1080.4266659843404,0,3.0
2025-05-25 12:00:00,6.0,-39.0,1080.4266659843404,0,3.0
2025-05-25 13:00:00,6.0,-19.666666666666668,1080.4266659843404,0,3.0
2025-05-25 14:00:00,6.0,-0.3333333333333357,1080.4266659843404,0,2.0
2025-05-25 15:00:00,6.0,19.0,1080.4266659843404,0,1.0
2025-05-25 16:00:00,5.0,-15.0,1080.4266659843404,0,0.0
2025-05-25 17:00:00,4.0,-49.0,1080.4266659843404,0,0.0
2025-05-25 18:00:00,3.0,-83.0,1080.4266659843404,0,0.0
2025-05-25 19:00:00,3.3333333333333335,-56.0,1080.4266659843404,0,0.0
2025-05-25 20:00:00,3.6666666666666665,-29.0,1080.4266659843404,0,0.0
2025-05-25 21:00:00,4.0,-2.0,1080.4266659843404,0,0.0
2025-05-25 22:00:00,5.0,-7.0,1080.4266659843404,0,0.0
2025-05-25 23:00:00,6.0,-12.0,1080.4266659843404,0,0.0
2025-05-26 00:00:00,7.0,-17.0,1080.4266659843404,0,0.0
2025-05-26 01:00:00,6.333333333333333,-15.0,1080.4266659843404,0,1.0
2025-05-26 02:00:00,5.666666666666667,-13.0,1080.4266659843404,0,2.0
2025-05-26 03:00:00,5.0,-11.0,1080.4266659843404,0,3.0
2025-05-26 04:00:00,5.333333333333333,-6.666666666666667,1080.4266659843404,0,2.0
2025-05-26 05:00:00,5.666666666666667,-2.333333333333334,1080.4266659843404,0,2.0
2025-05-26 06:00:00,6.0,2.0,1080.4266659843404,0,2.0
2025-05-26 07:00:00,6.666666666666667,-13.0,1080.4266659843404,0,2.0
2025-05-26 08:00:00,7.333333333333333,-28.0,1080.4266659843404,0,1.0
2025-05-26 09:00:00,8.0,-43.0,1080.4266659843404,0,1.0
2025-05-26 10:00:00,6.666666666666667,-74.66666666666667,1080.4266659843404,0,2.0
2025-05-26 11:00:00,5.333333333333334,-106.33333333333334,1080.4266659843404,0,2.0
2025-05-26 12:00:00,4.0,-138.0,1080.4266659843404,0,3.0
2025-05-26 13:00:00,3.6666666666666665,-102.66666666666666,1080.4266659843404,0,2.0
2025-05-26 14:00:00,3.3333333333333335,-67.33333333333333,1080.4266659843404,0,2.0
2025-05-26 15:00:00,3.0,-32.0,1080.4266659843404,0,2.0
2025-05-26 16:00:00,3.0,-22.666666666666664,1080.4266659843404,0,2.0
2025-05-26 17:00:00,3.0,-13.333333333333332,1080.4266659843404,0,3.0
2025-05-26 18:00:00,3.0,-4.0,1080.4266659843404,0,3.0
2025-05-26 19:00:00,2.6666666666666665,-5.333333333333333,1080.4266659843404,0,3.0
2025-05-26 20:00:00,2.3333333333333335,-6.666666666666666,1080.4266659843404,0,2.0
2025-05-26 21:00:00,2.0,-8.0,1080.4266659843404,0,2.0
2025-05-26 22:00:00,2.3333333333333335,-13.333333333333332,1080.4266659843404,0,2.0
2025-05-26 23:00:00,2.6666666666666665,-18.666666666666664,1080.4266659843404,0,2.0
2025-05-27 00:00:00,3.0,-24.0,1080.4266659843404,0,2.0
2025-05-27 01:00:00,4.333333333333333,-49.66666666666667,1080.4266659843404,0,2.0
2025-05-27 02:00:00,5.666666666666666,-75.33333333333334,1080.4266659843404,0,2.0
2025-05-27 03:00:00,7.0,-101.0,1080.4266659843404,0,3.0
2025-05-27 04:00:00,5.666666666666667,-88.0,1080.4266659843404,0,2.0
2025-05-27 05:00:00,4.333333333333334,-75.0,1080.4266659843404,0,2.0
2025-05-27 06:00:00,3.0,-62.0,1080.4266659843404,0,2.0
2025-05-27 07:00:00,2.3333333333333335,-55.666666666666664,1080.4266659843404,0,2.0
2025-05-27 08:00:00,1.6666666666666667,-49.333333333333336,1080.4266659843404,0,2.0
2025-05-27 09:00:00,1.0,-43.0,1080.4266659843404,0,2.0
2025-05-27 10:00:00,1.0,-69.0,1080.4266659843404,0,2.0
2025-05-27 11:00:00,1.0,-95.0,1080.4266659843404,0,2.0
2025-05-27 12:00:00,1.0,-121.0,1080.4266659843404,0,3.0
2025-05-27 13:00:00,2.333333333333333,-99.0,1080.4266659843404,0,2.0
2025-05-27 14:00:00,3.6666666666666665,-77.0,1080.4266659843404,0,2.0
2025-05-27 15:00:00,5.0,-55.0,1080.4266659843404,0,2.0
2025-05-27 16:00:00,4.666666666666667,-80.0,1080.4266659843404,0,2.0
2025-05-27 17:00:00,4.333333333333333,-105.0,1080.4266659843404,0,2.0
2025-05-27 18:00:00,4.0,-130.0,1080.4266659843404,0,2.0
2025-05-27 19:00:00,3.6666666666666665,-114.0,1080.4266659843404,0,2.0
2025-05-27 20:00:00,3.3333333333333335,-98.0,1080.4266659843404,0,0.0
2025-05-27 21:00:00,3.0,-82.0,1080.4266659843404,0,0.0
2025-05-27 22:00:00,4.666666666666667,-75.66666666666667,1080.4266659843404,0,0.0
2025-05-27 23:00:00,6.333333333333334,-69.33333333333333,1080.4266659843404,0,0.0
2025-05-28 00:00:00,8.0,-63.0,1080.4266659843404,0,0.0
2025-05-28 01:00:00,6.333333333333333,-76.33333333333333,1080.4266659843404,0,1.0
2025-05-28 02:00:00,4.666666666666666,-89.66666666666667,1080.4266659843404,0,2.0
2025-05-28 03:00:00,3.0,-103.0,1080.4266659843404,0,3.0
2025-05-28 04:00:00,2.6666666666666665,-94.33333333333333,1080.4266659843404,0,2.0
2025-05-28 05:00:00,2.3333333333333335,-85.66666666666667,1080.4266659843404,0,2.0
2025-05-28 06:00:00,2.0,-77.0,1080.4266659843404,0,1.0
2025-05-28 07:00:00,4.0,-78.0,1080.4266659843404,0,2.0
2025-05-28 08:00:00,6.0,-79.0,1080.4266659843404,0,3.0
2025-05-28 09:00:00,8.0,-80.0,1080.4266659843404,0,3.0
2025-05-28 10:00:00,8.0,-86.66666666666667,1080.4266659843404,0,3.0
2025-05-28 11:00:00,8.0,-93.33333333333333,1080.4266659843404,0,3.0
2025-05-28 12:00:00,8.0,-100.0,1080.4266659843404,0,3.0
2025-05-28 13:00:00,6.333333333333333,-90.66666666666667,1080.4266659843404,0,3.0
2025-05-28 14:00:00,4.666666666666666,-81.33333333333333,1080.4266659843404,0,2.0
2025-05-28 15:00:00,3.0,-72.0,1080.4266659843404,0,0.0
2025-05-28 16:00:00,4.0,-79.66666666666667,1080.4266659843404,0,0.0
2025-05-28 17:00:00,5.0,-87.33333333333333,1080.4266659843404,0,0.0
2025-05-28 18:00:00,6.0,-95.0,1080.4266659843404,0,0.0
2025-05-28 19:00:00,4.333333333333333,-58.333333333333336,1080.4266659843404,0,1.0
2025-05-28 20:00:00,2.6666666666666665,-21.66666666666667,1080.4266659843404,0,2.0
2025-05-28 21:00:00,1.0,15.0,1080.4266659843404,0,3.0
2025-05-28 22:00:00,2.333333333333333,10.666666666666668,1080.4266659843404,0,2.0
2025-05-28 23:00:00,3.6666666666666665,6.333333333333334,1080.4266659843404,0,1.0
2025-05-29 00:00:00,5.0,2.0,1080.4266659843404,0,0.0
2025-05-29 01:00:00,5.666666666666667,-37.333333333333336,1080.4266659843404,0,1.0
2025-05-29 02:00:00,6.333333333333333,-76.66666666666667,1080.4266659843404,0,2.0
2025-05-29 03:00:00,7.0,-116.0,1080.4266659843404,0,3.0
2025-05-29 04:00:00,7.0,-89.0,1080.4266659843404,0,3.0
2025-05-29 05:00:00,7.0,-62.0,1080.4266659843404,0,3.0
2025-05-29 06:00:00,7.0,-35.0,1080.4266659843404,0,2.0
2025-05-29 07:00:00,5.333333333333333,-70.0,1080.4266659843404,0,3.0
2025-05-29 08:00:00,3.6666666666666665,-105.0,1080.4266659843404,0,3.0
2025-05-29 09:00:00,2.0,-140.0,1080.4266659843404,0,3.0
2025-05-29 10:00:00,2.6666666666666665,-141.33333333333334,1080.4266659843404,0,3.0
2025-05-29 11:00:00,3.333333333333333,-142.66666666666666,1080.4266659843404,0,3.0
2025-05-29 12:00:00,4.0,-144.0,1080.4266659843404,0,3.0
2025-05-29 13:00:00,4.333333333333333,-105.0,1080.4266659843404,0,3.0
2025-05-29 14:00:00,4.666666666666667,-66.0,1080.4266659843404,0,2.0
2025-05-29 15:00:00,5.0,-27.0,1080.4266659843404,0,2.0
2025-05-29 16:00:00,3.333333333333333,-21.666666666666668,1080.4266659843404,0,1.0
2025-05-29 17:00:00,1.6666666666666665,-16.333333333333336,1080.4266659843404,0,1.0
2025-05-29 18:00:00,0.0,-11.0,1080.4266659843404,0,1.0
2025-05-29 19:00:00,1.0,-45.333333333333336,1080.4266659843404,0,2.0
2025-05-29 20:00:00,2.0,-79.66666666666667,1080.4266659843404,0,2.0
2025-05-29 21:00:00,3.0,-114.0,1080.4266659843404,0,3.0
2025-05-29 22:00:00,3.3333333333333335,-72.33333333333334,1080.4266659843404,0,3.0
2025-05-29 23:00:00,3.6666666666666665,-30.66666666666667,1080.4266659843404,0,3.0
2025-05-30 00:00:00,4.0,11.0,1080.4266659843404,0,3.0
2025-05-30 01:00:00,2.666666666666667,-35.0,1080.4266659843404,0,2.0
2025-05-30 02:00:00,1.3333333333333335,-81.0,1080.4266659843404,0,2.0
2025-05-30 03:00:00,0.0,-127.0,1080.4266659843404,0,1.0
2025-05-30 04:00:00,0.6666666666666666,-117.66666666666667,1080.4266659843404,0,1.0
2025-05-30 05:00:00,1.3333333333333333,-108.33333333333333,1080.4266659843404,0,2.0
2025-05-30 06:00:00,2.0,-99.0,1080.4266659843404,0,2.0
2025-05-30 07:00:00,1.3333333333333335,-111.0,1080.4266659843404,0,2.0
2025-05-30 08:00:00,0.6666666666666667,-123.0,1080.4266659843404,0,3.0
2025-05-30 09:00:00,0.0,-135.0,1080.4266659843404,0,3.0
2025-05-30 10:00:00,2.6666666666666665,-135.0,1080.4266659843404,0,3.0
2025-05-30 11:00:00,5.333333333333333,-135.0,1080.4266659843404,0,2.0
2025-05-30 12:00:00,8.0,-135.0,1080.4266659843404,0,2.0
2025-05-30 13:00:00,5.666666666666666,-108.33333333333333,1080.4266659843404,0,1.0
2025-05-30 14:00:00,3.333333333333333,-81.66666666666666,1080.4266659843404,0,0.0
2025-05-30 15:00:00,1.0,-55.0,1080.4266659843404,0,0.0
2025-05-30 16:00:00,3.3333333333333335,-46.666666666666664,1080.4266659843404,0,1.0
2025-05-30 17:00:00,5.666666666666667,-38.33333333333333,1080.4266659843404,0,2.0
2025-05-30 18:00:00,8.0,-30.0,1080.4266659843404,0,2.0
2025-05-30 19:00:00,5.333333333333334,-63.0,1080.4266659843404,0,2.0
2025-05-30 20:00:00,2.666666666666667,-96.0,1080.4266659843404,0,0.0
2025-05-30 21:00:00,0.0,-129.0,1080.4266659843404,0,0.0
2025-05-30 22:00:00,1.6666666666666667,-125.0,1080.4266659843404,0,0.0
2025-05-30 23:00:00,3.3333333333333335,-121.0,1080.4266659843404,0,0.0
2025-05-31 00:00:00,5.0,-117.0,1080.4266659843404,0,1.0
2025-05-31 01:00:00,5.666666666666667,-90.66666666666667,1080.4266659843404,0,2.0
2025-05-31 02:00:00,6.333333333333333,-64.33333333333334,1080.4266659843404,0,3.0
2025-05-31 03:00:00,7.0,-38.0,1080.4266659843404,0,3.0
2025-05-31 04:00:00,6.333333333333333,-45.0,1080.4266659843404,0,2.0
2025-05-31 05:00:00,5.666666666666667,-52.0,1080.4266659843404,0,1.0
2025-05-31 06:00:00,5.0,-59.0,1080.4266659843404,0,0.0
2025-05-31 07:00:00,3.666666666666667,-84.0,1080.4266659843404,0,0.0
2025-05-31 08:00:00,2.3333333333333335,-109.0,1080.4266659843404,0,1.0
2025-05-31 09:00:00,1.0,-134.0,1080.4266659843404,0,2.0
2025-05-31 10:00:00,1.6666666666666665,-106.0,1080.4266659843404,0,2.0
2025-05-31 11:00:00,2.333333333333333,-78.0,1080.4266659843404,0,2.0
2025-05-31 12:00:00,3.0,-50.0,1080.4266659843404,0,2.0
2025-05-31 13:00:00,4.666666666666667,-35.0,1080.4266659843404,0,2.0
2025-05-31 14:00:00,6.333333333333334,-20.0,1080.4266659843404,0,3.0
2025-05-31 15:00:00,8.0,-5.0,1080.4266659843404,0,3.0
2025-05-31 16:00:00,7.0,-31.666666666666668,1080.4266659843404,0,2.0
2025-05-31 17:00:00,6.0,-58.333333333333336,1080.4266659843404,0,1.0
2025-05-31 18:00:00,5.0,-85.0,1080.4266659843404,0,0.0
2025-05-31 19:00:00,6.0,-54.33333333333333,1080.4266659843404,0,1.0
2025-05-31 20:00:00,7.0,-23.666666666666664,1080.4266659843404,0,2.0
2025-05-31 21:00:00,8.0,7.0,1080.4266659843404,0,3.0
2025-05-31 22:00:00,6.0,-6.0,1080.4266659843404,0,2.0
2025-05-31 23:00:00,4.0,-19.0,1080.4266659843404,0,2.0
2025-06-01 00:00:00,2.0,-32.0,1080.4266659843404,0,0.0
2025-06-01 01:00:00,1.6666666666666667,-70.0,1080.4266659843404,0,1.0
2025-06-01 02:00:00,1.3333333333333335,-108.0,1080.4266659843404,0,1.0
2025-06-01 03:00:00,1.0,-146.0,1080.4266659843404,0,2.0
2025-06-01 04:00:00,2.666666666666667,-91.66666666666666,1080.4266659843404,0,0.0
2025-06-01 05:00:00,4.333333333333334,-37.33333333333333,1080.4266659843404,0,0.0
2025-06-01 06:00:00,6.0,17.0,1080.4266659843404,0,0.0
2025-06-01 07:00:00,6.0,-13.0,1080.4266659843404,0,0.0
